Month,Lookback_Days,total_expected_return,portfolio_risk,stock,weight,allocations
2022-01,90,552.697401056054,7.239530097464591,"['BNBA.JK', 'PANI.JK']","[0.1, 0.9]","BNBA.JK: 0.10%, PANI.JK: 0.90%"
2022-02,90,767.3563218390806,6.9635809507154685,"['ADMR.JK', 'BNBA.JK']","[0.9, 0.1]","ADMR.JK: 0.90%, BNBA.JK: 0.10%"
2022-03,90,929.8993808049536,6.75613277430064,"['BNBA.JK', 'MSIN.JK']","[0.1, 0.9]","BNBA.JK: 0.10%, MSIN.JK: 0.90%"
2022-04,90,1439.8039215686276,7.667383015913316,"['ADMR.JK', 'AMAR.JK']","[0.9, 0.1]","ADMR.JK: 0.90%, AMAR.JK: 0.10%"
2022-05,90,1733.6666657355936,7.915917779115852,"['ADMR.JK', 'BBNI.JK', 'PNBN.JK']","[0.9, 0.1, 0.0]","ADMR.JK: 0.90%, BBNI.JK: 0.10%, PNBN.JK: 0.00%"
2022-06,90,415.71988028527767,6.094224239732439,"['PNBN.JK', 'SMMT.JK']","[0.1, 0.9]","PNBN.JK: 0.10%, SMMT.JK: 0.90%"
2022-07,90,495.593085106383,6.730931054451096,"['BELL.JK', 'PNBN.JK']","[0.9, 0.1]","BELL.JK: 0.90%, PNBN.JK: 0.10%"
2022-08,90,393.80095378217385,5.024906038713784,"['PNBN.JK', 'RAJA.JK']","[0.1, 0.9]","PNBN.JK: 0.10%, RAJA.JK: 0.90%"
2022-09,90,373.03370944064955,5.15818630624982,"['PNBN.JK', 'RAJA.JK']","[0.1, 0.9]","PNBN.JK: 0.10%, RAJA.JK: 0.90%"
2022-10,90,324.59841628959276,5.968631852914581,"['OBMD.JK', 'PNBN.JK']","[0.9, 0.1]","OBMD.JK: 0.90%, PNBN.JK: 0.10%"
2022-11,90,224.87110271291672,3.4822928454765227,"['BDMN.JK', 'ETWA.JK']","[0.1, 0.9]","BDMN.JK: 0.10%, ETWA.JK: 0.90%"
2022-12,90,373.23506854324654,8.025129775986805,"['BSIM.JK', 'KRYA.JK']","[0.1, 0.9]","BSIM.JK: 0.10%, KRYA.JK: 0.90%"
