period,datapoints,assets,allocations,allocations_idr,pnl_percentage,pnl_idr,end_of_period_value
2021-10,60,PEGE.JK,0.9,37214543.73,-1.33,-496193.92,36718349.809999995
2021-11,60,BBHI.JK,0.1,4088283.45,16.95,692929.4,4781212.850000001
2021-11,60,PANI.JK,0.9,36794551.01,-2.92,-1075864.06,35718686.949999996
2021-12,60,BBHI.JK,0.1,4049989.98,-43.05,-1743640.15,2306349.83
2021-12,60,PANI.JK,0.9,36449909.82,11.65,4246591.44,40696501.26
2021-01,90,BRIS.JK,0.1,10000000.0,3.39,338983.05,10338983.05
2021-01,90,FIRE.JK,0.9,90000000.0,-49.24,-44318181.82,45681818.18
2021-02,90,BBHI.JK,0.1,5602080.12,119.86,6714549.93,12316630.05
2021-02,90,DCII.JK,0.9,50418721.11,42.57,21461029.98,71879751.09
2021-03,90,BANK.JK,0.1,8419638.11,39.47,3323541.36,11743179.469999999
2021-03,90,DCII.JK,0.9,75776743.03,-13.91,-10537461.2,65239281.83
2021-04,90,BANK.JK,0.1,7698246.13,29.06,2236848.88,9935095.01
2021-04,90,DCII.JK,0.9,69284215.17,0.89,614494.15,69898709.32000001
2021-05,90,BANK.JK,1.0,79833804.33,-8.09,-6460539.08,73373265.25
2021-06,90,BANK.JK,1.0,73373265.25,1.9,1397586.0,74770851.25
2021-07,90,BABP.JK,0.1,7477085.12,31.62,2364078.38,9841163.5
2021-07,90,ZBRA.JK,0.9,67293766.12,-6.88,-4628671.74,62665094.38
2021-08,90,BINA.JK,0.1,7250625.79,-6.72,-487312.93,6763312.86
2021-08,90,BYAN.JK,0.38,27552378.0,2.95,813177.82,28365555.82
2021-08,90,TFAS.JK,0.52,37703254.1,25.64,9667501.05,47370755.150000006
2021-09,90,BABP.JK,0.1,8249962.38,-39.55,-3262485.12,4987477.26
2021-09,90,PEGE.JK,0.9,74249661.45,-16.29,-12096854.96,62152806.49
2021-10,90,BBYB.JK,0.1,6714028.38,0.71,47957.35,6761985.7299999995
2021-10,90,BYAN.JK,0.37,24841904.99,-5.11,-1269294.42,23572610.57
2021-10,90,PEGE.JK,0.53,35584350.39,-1.33,-474458.01,35109892.38
2021-11,90,BBYB.JK,0.1,6544448.87,58.33,3817595.17,10362044.04
2021-11,90,PANI.JK,0.9,58900039.8,-2.92,-1722223.39,57177816.41
2021-12,90,BBYB.JK,0.1,6753986.05,13.85,935617.12,7689603.17
2021-12,90,BEBS.JK,0.9,60785874.4,46.87,28493378.62,89279253.02
2021-01,180,BRIS.JK,1.0,100000000.0,3.39,3389830.51,103389830.51
2021-02,180,BRIS.JK,0.1,10338983.05,5.0,516949.15,10855932.200000001
2021-02,180,DCII.JK,0.9,93050847.46,42.57,39607649.36,132658496.82
2021-03,180,BBHI.JK,1.0,143514429.02,-27.74,-39813680.31,103700748.71000001
2021-04,180,BANK.JK,0.1,10370074.87,29.06,3013191.57,13383266.44
2021-04,180,DCII.JK,0.9,93330673.84,0.89,827766.51,94158440.35000001
2021-05,180,BANK.JK,1.0,107541706.79,-8.09,-8702797.08,98838909.71000001
2021-06,180,BANK.JK,0.1,9883890.97,1.9,188264.59,10072155.56
2021-06,180,DCII.JK,0.9,88955018.74,257.58,229126563.42,318081582.15999997
2021-07,180,BANK.JK,0.1,32815373.77,6.33,2076922.39,34892296.16
2021-07,180,DCII.JK,0.9,295338363.95,0.0,0.0,295338363.95
2021-08,180,BANK.JK,0.1,33023066.01,-2.33,-770217.28,32252848.73
2021-08,180,DCII.JK,0.9,297207594.1,-14.07,-41810559.85,255397034.25000003
2021-09,180,BANK.JK,0.1,28764988.3,-8.39,-2411971.07,26353017.23
2021-09,180,DCII.JK,0.9,258884894.68,-7.01,-18135083.99,240749810.69
2021-10,180,BANK.JK,0.1,26710282.79,-15.25,-4074449.92,22635832.869999997
2021-10,180,DCII.JK,0.9,240392545.13,2.83,6808503.46,247201048.59
2021-11,180,BANK.JK,0.1,26983688.15,14.29,3854812.59,30838500.74
2021-11,180,ZBRA.JK,0.9,242853193.31,-8.92,-21655698.77,221197494.54
2021-12,180,BBYB.JK,0.1,25203599.53,13.85,3491407.73,28695007.26
2021-12,180,BEBS.JK,0.9,226832395.75,46.88,106327685.51,333160081.26
2021-01,365,BRIS.JK,0.1,10000000.0,3.39,338983.05,10338983.05
2021-01,365,PTDU.JK,0.9,90000000.0,0.0,0.0,90000000.0
2021-02,365,BRIS.JK,0.1,10033898.3,5.0,501694.92,10535593.22
2021-02,365,DCII.JK,0.9,90305084.74,42.57,38438899.04,128743983.78
2021-03,365,BANK.JK,0.1,13927957.7,39.47,5497878.04,19425835.74
2021-03,365,DCII.JK,0.9,125351619.31,-13.91,-17431309.02,107920310.29
2021-04,365,BANK.JK,0.1,12734614.6,29.06,3700246.51,16434861.11
2021-04,365,DCII.JK,0.9,114611531.43,0.89,1016510.26,115628041.69000001
2021-05,365,BANK.JK,1.0,132062902.8,-8.09,-10687171.32,121375731.47999999
2021-06,365,BANK.JK,0.1,12137573.15,1.9,231191.87,12368765.02
2021-06,365,DCII.JK,0.9,109238158.33,257.58,281371013.88,390609172.21
2021-07,365,BANK.JK,0.1,40297793.72,6.33,2550493.27,42848286.99
2021-07,365,DCII.JK,0.9,362680143.51,0.0,0.0,362680143.51
2021-08,365,BBHI.JK,0.1,40552843.05,-16.36,-6633178.79,33919664.26
2021-08,365,DCII.JK,0.9,364975587.45,-14.07,-51344023.32,313631564.13
2021-09,365,BANK.JK,0.1,34755122.84,-8.39,-2914249.43,31840873.410000004
2021-09,365,DCII.JK,0.9,312796105.55,-7.01,-21911605.36,290884500.19
2021-10,365,BBHI.JK,0.1,32272537.36,59.15,19089591.06,51362128.42
2021-10,365,DCII.JK,0.9,290452836.24,2.83,8226333.05,298679169.29
2021-11,365,BBHI.JK,0.1,35004129.77,16.95,5932903.35,40937033.120000005
2021-11,365,DCII.JK,0.9,315037167.94,-6.78,-21358452.06,293678715.88
2021-12,365,BBHI.JK,1.0,334615749.0,-43.05,-144061949.91,190553799.09
2021-01,0,LQ45,1,100000000.0,-0.01,-8737.83,99991262.17
2021-02,0,LQ45,1,99991262.17,0.32,324012.81,100315274.98
2021-03,0,LQ45,1,100315274.98,-0.15,-154723.93,100160551.05
2021-04,0,LQ45,1,100160551.05,-0.01,-13474.7,100147076.35
2021-05,0,LQ45,1,100147076.35,0.02,22563.88,100169640.23
2021-06,0,LQ45,1,100169640.23,-0.22,-216735.04,99952905.19
2021-07,0,LQ45,1,99952905.19,-0.1,-104501.23,99848403.96
2021-08,0,LQ45,1,99848403.96,0.36,356093.69,100204497.65
2021-09,0,LQ45,1,100204497.65,0.22,219712.91,100424210.56
2021-10,0,LQ45,1,100424210.56,0.4,398940.18,100823150.74
2021-11,0,LQ45,1,100823150.74,-0.24,-237137.14,100586013.6
2021-12,0,LQ45,1,100586013.6,0.09,92318.09,100678331.69
