Month,Lookback_Days,total_expected_return,portfolio_risk,stock,weight,allocations
2021-01,30,534.5260663507111,11.07623608427524,"['AGRO.JK', 'PTDU.JK']","[0.1, 0.9]","AGRO.JK: 0.10%, PTDU.JK: 0.90%"
2021-02,30,1151.6758241758243,11.16009019594284,"['BBHI.JK', 'DCII.JK']","[0.1, 0.9]","BBHI.JK: 0.10%, DCII.JK: 0.90%"
2021-03,30,1367.6258992805756,12.843714939904471,['BANK.JK'],[1.0],BANK.JK: 1.00%
2021-04,30,543.6607142857143,12.667667107716015,"['BANK.JK', 'ZBRA.JK']","[0.1, 0.9]","BANK.JK: 0.10%, ZBRA.JK: 0.90%"
2021-05,30,575.299504920978,10.46235210679558,"['BINA.JK', 'KONI.JK', 'PNBS.JK']","[0.0, 0.9, 0.1]","BINA.JK: 0.00%, KONI.JK: 0.90%, PNBS.JK: 0.10%"
2021-06,30,414.3593924185782,19.999967387809466,"['BABP.JK', 'BYAN.JK', 'KONI.JK', 'SAMF.JK']","[0.1, 0.23, 0.07, 0.6]","BABP.JK: 0.10%, BYAN.JK: 0.23%, KONI.JK: 0.07%, SAMF.JK: 0.60%"
2021-07,30,431.13649434177137,19.99995805647711,"['BABP.JK', 'BYAN.JK', 'DCII.JK']","[0.1, 0.18, 0.72]","BABP.JK: 0.10%, BYAN.JK: 0.18%, DCII.JK: 0.72%"
2021-08,30,168.55888093689006,7.775796750658434,"['BOLA.JK', 'BSIM.JK']","[0.9, 0.1]","BOLA.JK: 0.90%, BSIM.JK: 0.10%"
2021-09,30,946.6642806012884,10.120446856608549,"['BBYB.JK', 'PEGE.JK']","[0.1, 0.9]","BBYB.JK: 0.10%, PEGE.JK: 0.90%"
2021-10,30,256.51982378854626,9.458777803776073,"['AYLS.JK', 'BBHI.JK']","[0.9, 0.1]","AYLS.JK: 0.90%, BBHI.JK: 0.10%"
2021-11,30,383.1666666666667,8.984340992609715,"['BBHI.JK', 'PANI.JK']","[0.1, 0.9]","BBHI.JK: 0.10%, PANI.JK: 0.90%"
2021-12,30,193.29301853374585,8.566837314447797,"['BNBA.JK', 'TMAS.JK']","[0.1, 0.9]","BNBA.JK: 0.10%, TMAS.JK: 0.90%"
