ticker,month,monthly_return_percentage
SCPI.JK,2021-01,0.0
SCPI.JK,2021-02,0.0
SCPI.JK,2021-03,0.0
SCPI.JK,2021-04,0.0
SCPI.JK,2021-05,0.0
SCPI.JK,2021-06,0.0
SCPI.JK,2021-07,0.0
SCPI.JK,2021-08,0.0
SCPI.JK,2021-09,0.0
SCPI.JK,2021-10,0.0
SCPI.JK,2021-11,0.0
SCPI.JK,2021-12,0.0
FORU.JK,2021-01,-21.09375
FORU.JK,2021-02,144.0
FORU.JK,2021-03,-38.81578947368421
FORU.JK,2021-04,-8.60215053763441
FORU.JK,2021-05,9.63855421686747
FORU.JK,2021-06,-18.333333333333332
FORU.JK,2021-07,2.5806451612903225
FORU.JK,2021-08,-4.705882352941177
FORU.JK,2021-09,-8.125
FORU.JK,2021-10,-0.684931506849315
FORU.JK,2021-11,35.13513513513514
FORU.JK,2021-12,12.121212121212121
MCAS.JK,2021-01,2.380952380952381
MCAS.JK,2021-02,-7.2727272727272725
MCAS.JK,2021-03,20.050125313283207
MCAS.JK,2021-04,7.462686567164178
MCAS.JK,2021-05,20.37037037037037
MCAS.JK,2021-06,20.454545454545457
MCAS.JK,2021-07,6.774193548387098
MCAS.JK,2021-08,65.86102719033232
MCAS.JK,2021-09,-22.433460076045627
MCAS.JK,2021-10,14.354066985645932
MCAS.JK,2021-11,10.947368421052632
MCAS.JK,2021-12,-22.718052738336713
ASMI.JK,2021-01,-5.5
ASMI.JK,2021-02,-2.5906735751295336
ASMI.JK,2021-03,-3.1578947368421053
ASMI.JK,2021-04,-1.6216216216216217
ASMI.JK,2021-05,-22.905027932960895
ASMI.JK,2021-06,19.565217391304348
ASMI.JK,2021-07,-48.311688311688314
ASMI.JK,2021-08,-64.64646464646465
ASMI.JK,2021-09,144.27480916030535
ASMI.JK,2021-10,-1.2738853503184715
ASMI.JK,2021-11,-16.184971098265898
ASMI.JK,2021-12,-4.411764705882353
MASA.JK,2021-01,31.0
MASA.JK,2021-02,-5.185185185185185
MASA.JK,2021-03,0.0
MASA.JK,2021-04,0.0
MASA.JK,2021-05,0.0
MASA.JK,2021-06,-5.88235294117647
MASA.JK,2021-07,61.875
MASA.JK,2021-08,16.988416988416986
MASA.JK,2021-09,115.83333333333334
MASA.JK,2021-10,-21.6597510373444
MASA.JK,2021-11,-1.0204081632653061
MASA.JK,2021-12,19.410569105691057
INDY.JK,2021-01,-15.31791907514451
INDY.JK,2021-02,-0.6711409395973155
INDY.JK,2021-03,-4.3624161073825505
INDY.JK,2021-04,-2.73972602739726
INDY.JK,2021-05,-7.885304659498208
INDY.JK,2021-06,-9.090909090909092
INDY.JK,2021-07,6.2015503875969
INDY.JK,2021-08,-3.942652329749104
INDY.JK,2021-09,40.74074074074074
INDY.JK,2021-10,-8.951406649616368
INDY.JK,2021-11,-7.887323943661972
INDY.JK,2021-12,-8.035714285714286
ADRO.JK,2021-01,-17.525733302375983
ADRO.JK,2021-02,-4.064863875124463
ADRO.JK,2021-03,-0.8433706316964842
ADRO.JK,2021-04,5.508702031468081
ADRO.JK,2021-05,1.3406134356482784
ADRO.JK,2021-06,-4.365948353380514
ADRO.JK,2021-07,10.78871681415929
ADRO.JK,2021-08,-8.028877494429794
ADRO.JK,2021-09,33.332996728198076
ADRO.JK,2021-10,-5.618625409995672
ADRO.JK,2021-11,0.8899541970239933
ADRO.JK,2021-12,37.75652807947625
DSSA.JK,2021-01,-26.120556414219475
DSSA.JK,2021-02,4.602510460251046
DSSA.JK,2021-03,-9.090909090909092
DSSA.JK,2021-04,0.0
DSSA.JK,2021-05,-13.600000000000001
DSSA.JK,2021-06,-14.351851851851851
DSSA.JK,2021-07,42.16216216216216
DSSA.JK,2021-08,13.452188006482983
DSSA.JK,2021-09,0.0
DSSA.JK,2021-10,51.21951219512195
DSSA.JK,2021-11,59.67741935483871
DSSA.JK,2021-12,-1.0101010101010102
NIKL.JK,2021-01,-26.860841423948216
NIKL.JK,2021-02,2.6515151515151514
NIKL.JK,2021-03,-16.78832116788321
NIKL.JK,2021-04,-8.0
NIKL.JK,2021-05,19.21182266009852
NIKL.JK,2021-06,-3.543307086614173
NIKL.JK,2021-07,-8.438818565400844
NIKL.JK,2021-08,-7.30593607305936
NIKL.JK,2021-09,7.8817733990147785
NIKL.JK,2021-10,0.0
NIKL.JK,2021-11,-3.669724770642202
NIKL.JK,2021-12,-4.411764705882353
TOYS.JK,2021-01,-26.34920634920635
TOYS.JK,2021-02,-14.705882352941178
TOYS.JK,2021-03,-28.426395939086298
TOYS.JK,2021-04,-32.5
TOYS.JK,2021-05,-21.73913043478261
TOYS.JK,2021-06,-33.088235294117645
TOYS.JK,2021-07,-23.076923076923077
TOYS.JK,2021-08,153.6231884057971
TOYS.JK,2021-09,7.920792079207921
TOYS.JK,2021-10,-6.372549019607843
TOYS.JK,2021-11,-17.989417989417987
TOYS.JK,2021-12,54.666666666666664
MAPI.JK,2021-01,-7.2296741077913795
MAPI.JK,2021-02,3.871385971736032
MAPI.JK,2021-03,-14.450497752273861
MAPI.JK,2021-04,7.382930513595151
MAPI.JK,2021-05,-12.499686000653117
MAPI.JK,2021-06,-14.383835047005547
MAPI.JK,2021-07,0.0
MAPI.JK,2021-08,14.729249750747769
MAPI.JK,2021-09,2.630987479672644
MAPI.JK,2021-10,16.557313778463907
MAPI.JK,2021-11,-17.777157530423136
MAPI.JK,2021-12,-2.069185353549346
AMOR.JK,2021-01,6.711202621058638
AMOR.JK,2021-02,-1.2703671055250745
AMOR.JK,2021-03,8.354101202730531
AMOR.JK,2021-04,18.452471407522907
AMOR.JK,2021-05,-3.3979039254250045
AMOR.JK,2021-06,-11.392810575064074
AMOR.JK,2021-07,-5.491607637819521
AMOR.JK,2021-08,15.0002775002775
AMOR.JK,2021-09,4.558276621043854
AMOR.JK,2021-10,1.621806487225947
AMOR.JK,2021-11,8.950443703787025
AMOR.JK,2021-12,-7.196361980747549
JSMR.JK,2021-01,-7.096774193548387
JSMR.JK,2021-02,-9.15032679738562
JSMR.JK,2021-03,-4.038004750593824
JSMR.JK,2021-04,0.48426150121065376
JSMR.JK,2021-05,-3.6585365853658534
JSMR.JK,2021-06,-12.871287128712872
JSMR.JK,2021-07,11.299435028248588
JSMR.JK,2021-08,-1.4925373134328357
JSMR.JK,2021-09,-0.7672634271099744
JSMR.JK,2021-10,6.870229007633588
JSMR.JK,2021-11,-1.2135922330097086
JSMR.JK,2021-12,-1.5189873417721518
SUPR.JK,2021-01,3.6585365853658534
SUPR.JK,2021-02,0.0
SUPR.JK,2021-03,16.0
SUPR.JK,2021-04,13.23529411764706
SUPR.JK,2021-05,17.82608695652174
SUPR.JK,2021-06,3.1645569620253164
SUPR.JK,2021-07,-1.8404907975460123
SUPR.JK,2021-08,-0.625
SUPR.JK,2021-09,66.0377358490566
SUPR.JK,2021-10,0.8445945945945946
SUPR.JK,2021-11,1.8518518518518516
SUPR.JK,2021-12,1.8092105263157896
EMTK.JK,2021-01,23.376623376623375
EMTK.JK,2021-02,2.9268292682926833
EMTK.JK,2021-03,7.5829383886255926
EMTK.JK,2021-04,-8.571428571428571
EMTK.JK,2021-05,5.381165919282512
EMTK.JK,2021-06,6.837606837606838
EMTK.JK,2021-07,10.0
EMTK.JK,2021-08,-20.802919708029197
EMTK.JK,2021-09,-16.74641148325359
EMTK.JK,2021-10,13.905325443786982
EMTK.JK,2021-11,3.7735849056603774
EMTK.JK,2021-12,18.75
PGAS.JK,2021-01,-12.662337662337661
PGAS.JK,2021-02,-1.0309278350515463
PGAS.JK,2021-03,-9.931506849315069
PGAS.JK,2021-04,-6.844106463878327
PGAS.JK,2021-05,-10.441767068273093
PGAS.JK,2021-06,-16.25
PGAS.JK,2021-07,-3.4653465346534658
PGAS.JK,2021-08,4.545454545454546
PGAS.JK,2021-09,14.423076923076922
PGAS.JK,2021-10,17.96875
PGAS.JK,2021-11,1.3513513513513513
PGAS.JK,2021-12,-5.172413793103448
BSDE.JK,2021-01,-11.067193675889328
BSDE.JK,2021-02,-2.109704641350211
BSDE.JK,2021-03,-11.811023622047244
BSDE.JK,2021-04,4.910714285714286
BSDE.JK,2021-05,-7.053941908713693
BSDE.JK,2021-06,-15.350877192982457
BSDE.JK,2021-07,-2.094240837696335
BSDE.JK,2021-08,2.6737967914438503
BSDE.JK,2021-09,6.382978723404255
BSDE.JK,2021-10,10.44776119402985
BSDE.JK,2021-11,-0.91324200913242
BSDE.JK,2021-12,-1.9417475728155338
BATA.JK,2021-01,-1.6
BATA.JK,2021-02,12.195121951219512
BATA.JK,2021-03,5.797101449275362
BATA.JK,2021-04,-2.857142857142857
BATA.JK,2021-05,-0.7246376811594203
BATA.JK,2021-06,-2.18978102189781
BATA.JK,2021-07,-2.9850746268656714
BATA.JK,2021-08,5.384615384615385
BATA.JK,2021-09,2.18978102189781
BATA.JK,2021-10,-16.428571428571427
BATA.JK,2021-11,-10.714285714285714
BATA.JK,2021-12,-1.6
TCID.JK,2021-01,-0.38619236893909037
TCID.JK,2021-02,0.7872681826027511
TCID.JK,2021-03,-2.7128831266914224
TCID.JK,2021-04,-3.137048888039854
TCID.JK,2021-05,-0.4029947980606471
TCID.JK,2021-06,-7.024789229484048
TCID.JK,2021-07,-5.531851677831493
TCID.JK,2021-08,-7.017437657791758
TCID.JK,2021-09,2.369848782177063
TCID.JK,2021-10,9.813153252271576
TCID.JK,2021-11,-7.659672967099786
TCID.JK,2021-12,-1.3824453756360473
TECH.JK,2021-01,140.4040404040404
TECH.JK,2021-02,0.0
TECH.JK,2021-03,0.0
TECH.JK,2021-04,0.0
TECH.JK,2021-05,-34.66386554621849
TECH.JK,2021-06,133.10344827586206
TECH.JK,2021-07,-22.748815165876778
TECH.JK,2021-08,185.71428571428572
TECH.JK,2021-09,-36.666666666666664
TECH.JK,2021-10,27.64976958525346
TECH.JK,2021-11,-3.050847457627119
TECH.JK,2021-12,-5.2264808362369335
TOWR.JK,2021-01,-1.031327543424324
TOWR.JK,2021-02,29.082695554922044
TOWR.JK,2021-03,-10.204117435506078
TOWR.JK,2021-04,3.6368076584937006
TOWR.JK,2021-05,4.911206838656451
TOWR.JK,2021-06,4.778762640223994
TOWR.JK,2021-07,18.6239073034428
TOWR.JK,2021-08,-4.626096623002037
TOWR.JK,2021-09,-1.8510990900847428
TOWR.JK,2021-10,-11.1111111111111
TOWR.JK,2021-11,1.3096894902257197
TOWR.JK,2021-12,-4.151500245941964
URBN.JK,2021-01,-22.51968503937008
URBN.JK,2021-02,-2.0408163265306123
URBN.JK,2021-03,-6.382978723404255
URBN.JK,2021-04,-8.482142857142858
URBN.JK,2021-05,-16.07843137254902
URBN.JK,2021-06,48.64864864864865
URBN.JK,2021-07,-18.045112781954884
URBN.JK,2021-08,-5.5045871559633035
URBN.JK,2021-09,64.15094339622641
URBN.JK,2021-10,1.2048192771084338
URBN.JK,2021-11,-6.470588235294119
URBN.JK,2021-12,-26.582278481012654
BHAT.JK,2021-01,1.574803149606299
BHAT.JK,2021-02,-4.615384615384616
BHAT.JK,2021-03,-8.130081300813007
BHAT.JK,2021-04,3.5398230088495577
BHAT.JK,2021-05,0.0
BHAT.JK,2021-06,20.175438596491226
BHAT.JK,2021-07,10.144927536231885
BHAT.JK,2021-08,0.0
BHAT.JK,2021-09,10.06711409395973
BHAT.JK,2021-10,10.625
BHAT.JK,2021-11,7.428571428571429
BHAT.JK,2021-12,6.382978723404255
KJEN.JK,2021-01,-19.831223628691983
KJEN.JK,2021-02,10.526315789473683
KJEN.JK,2021-03,-31.428571428571427
KJEN.JK,2021-04,-24.0
KJEN.JK,2021-05,-3.508771929824561
KJEN.JK,2021-06,-3.8095238095238098
KJEN.JK,2021-07,1.276595744680851
KJEN.JK,2021-08,-1.8018018018018018
KJEN.JK,2021-09,41.6256157635468
KJEN.JK,2021-10,-6.1946902654867255
KJEN.JK,2021-11,46.601941747572816
KJEN.JK,2021-12,17.02127659574468
DMAS.JK,2021-01,-11.381645933861606
DMAS.JK,2021-02,7.338395444100308
DMAS.JK,2021-03,-2.4795247952479484
DMAS.JK,2021-04,1.6792495996339454
DMAS.JK,2021-05,-8.950589505895053
DMAS.JK,2021-06,-12.725961538461538
DMAS.JK,2021-07,-1.550939880528313
DMAS.JK,2021-08,-3.0912659470068626
DMAS.JK,2021-09,3.7443438914027007
DMAS.JK,2021-10,10.89119279505708
DMAS.JK,2021-11,-5.214991952172903
DMAS.JK,2021-12,-9.812069128340731
RUIS.JK,2021-01,-14.483853890947598
RUIS.JK,2021-02,-1.5391276964257583
RUIS.JK,2021-03,8.797641953575953
RUIS.JK,2021-04,-20.269008678814696
RUIS.JK,2021-05,0.8456567934429023
RUIS.JK,2021-06,-6.782601153562606
RUIS.JK,2021-07,0.0
RUIS.JK,2021-08,-3.286384976525822
RUIS.JK,2021-09,-1.9417475728155338
RUIS.JK,2021-10,0.0
RUIS.JK,2021-11,10.784313725490197
RUIS.JK,2021-12,-10.434782608695652
ATAP.JK,2021-01,-23.94147169011098
ATAP.JK,2021-02,10.477009846095013
ATAP.JK,2021-03,-0.8804366966015144
ATAP.JK,2021-04,-6.083617002705768
